fund_name;manager_name;vintage_year;strategy;geography;irr;tvpi;dpi;nav;commitment;paid_in;distributions;fund_size;source_name;source_file;source_page;raw_text;data_quality_flag;;
lackRock Global ET Megatrend Fund;lackRock Global ET Megatrend Fund;;buyout;europe;;;;;;;;$ 7,500;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;109;Infrastructure-Renewables and Energy Transition (Core+ & Value- Add) ALTÉRRA Acceleration $ 30,000 Brookfield Global Transition Fund 2 $ 20,000 CIP V € 12,000 TPG Rise Climate II $ 8,000 BlackRock Global ET Megatrend Fund $ 7,500 KKR Global Climate Fund $ 7,000 BlackRock Global Renewable Power IV $ 7,000 ECP VI $ 5,000 Qualitas Energy VI € 3,250 CIP Growth Markets Fund II $ 3,000 CIP Energy Transition Fund I € 3,000 Ares Climate Infrastructure Partners II $ 3,000 Vision Ridge Sustainable Asset Fund IV $ 2,500 ISQ Energy Transition Fund $ 2,000 Sandbrook Climate InfraFund II $ 2,000 Hy24 Clean H2 Infra Fund € 2,000 Nuveen Clean Energy Fund Europe IV € 2,000 Carlyle R&S Energy Fund II $ 1,600 NextPower V ESG $ 1,500 Ara Energy Fund $ 1,500 Just Climate Fund I $ 1,500 HitecVision New Energy Fund II € 1,500 Omnes Capenergie 5 € 1,350 Foresight Energy Infra Partners II € 1,250 Infranode II € 1,220 Infragreen V € 1,200 Antin Infrastructure NextGen Fund I € 1,200 Rockland Power Partners V $ 1,200 Altor ACT I € 1,129 Pioneer Infrastructure Partners II € 1,100 EIG Energy Transition Fund II € 1,000 Equitix Sustainable Greenfield Fund € 1,000 Frontier Renewables European Fund I € 1,000 Vesper Next Gen Infrastructure Fund I € 800 SUSI Energy Transition Fund (OECD) € 800 CIP Advanced Bioenergy Fund I € 750 Glentra Fund I € 565 Slate Cities and Communities Infra Fund $ 550 Alantra Titan Fund € 525 White Summit Decarb Infra Fund II € 500 Reichmuth Next Gen Mobility € 500 Tikehau Green Assets I € 500 Octopus Energy Transition Fund (OETF) £ 500 Zouk Capital Fund IV € 500 Equitix UK Electricity Storage Fund € 500 Greencoat Bioenergy I £ 500 Everwood Photovoltaic V € 500 FIEE Italian Energy Efficiency Fund III € 400 Algebris Green Transition Fund € 380 Crédit Mutuel Siloé Infrastructures € 350 Capital Dynamics Clean Energy Fund X $ 315 Serena Infra II € 300 SC Climate Impact Fund III € 300 KGAL ESPF 6 € 250 Andera Smart Infra € 233 Asper Dhuk £ 220 EOS Next Transition Fund II € 200 VLC Renewables Fund 1 € 200 Niam Infrastructure I € 133 Apollo Clean Transition Equity Partners II TBC Actis Energy 6 TBC EQT Transition Infrastructure TBC Blackstone Energy Transition Partners V TBC Eurazeo Transition Infrastructure Fund II TBC;clean_extraction;;
lackRock Global Renewable Power IV;lackRock Global Renewable Power;;buyout;europe;;;;;;;;$ 7,000;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;109;Infrastructure-Renewables and Energy Transition (Core+ & Value- Add) ALTÉRRA Acceleration $ 30,000 Brookfield Global Transition Fund 2 $ 20,000 CIP V € 12,000 TPG Rise Climate II $ 8,000 BlackRock Global ET Megatrend Fund $ 7,500 KKR Global Climate Fund $ 7,000 BlackRock Global Renewable Power IV $ 7,000 ECP VI $ 5,000 Qualitas Energy VI € 3,250 CIP Growth Markets Fund II $ 3,000 CIP Energy Transition Fund I € 3,000 Ares Climate Infrastructure Partners II $ 3,000 Vision Ridge Sustainable Asset Fund IV $ 2,500 ISQ Energy Transition Fund $ 2,000 Sandbrook Climate InfraFund II $ 2,000 Hy24 Clean H2 Infra Fund € 2,000 Nuveen Clean Energy Fund Europe IV € 2,000 Carlyle R&S Energy Fund II $ 1,600 NextPower V ESG $ 1,500 Ara Energy Fund $ 1,500 Just Climate Fund I $ 1,500 HitecVision New Energy Fund II € 1,500 Omnes Capenergie 5 € 1,350 Foresight Energy Infra Partners II € 1,250 Infranode II € 1,220 Infragreen V € 1,200 Antin Infrastructure NextGen Fund I € 1,200 Rockland Power Partners V $ 1,200 Altor ACT I € 1,129 Pioneer Infrastructure Partners II € 1,100 EIG Energy Transition Fund II € 1,000 Equitix Sustainable Greenfield Fund € 1,000 Frontier Renewables European Fund I € 1,000 Vesper Next Gen Infrastructure Fund I € 800 SUSI Energy Transition Fund (OECD) € 800 CIP Advanced Bioenergy Fund I € 750 Glentra Fund I € 565 Slate Cities and Communities Infra Fund $ 550 Alantra Titan Fund € 525 White Summit Decarb Infra Fund II € 500 Reichmuth Next Gen Mobility € 500 Tikehau Green Assets I € 500 Octopus Energy Transition Fund (OETF) £ 500 Zouk Capital Fund IV € 500 Equitix UK Electricity Storage Fund € 500 Greencoat Bioenergy I £ 500 Everwood Photovoltaic V € 500 FIEE Italian Energy Efficiency Fund III € 400 Algebris Green Transition Fund € 380 Crédit Mutuel Siloé Infrastructures € 350 Capital Dynamics Clean Energy Fund X $ 315 Serena Infra II € 300 SC Climate Impact Fund III € 300 KGAL ESPF 6 € 250 Andera Smart Infra € 233 Asper Dhuk £ 220 EOS Next Transition Fund II € 200 VLC Renewables Fund 1 € 200 Niam Infrastructure I € 133 Apollo Clean Transition Equity Partners II TBC Actis Energy 6 TBC EQT Transition Infrastructure TBC Blackstone Energy Transition Partners V TBC Eurazeo Transition Infrastructure Fund II TBC;clean_extraction;;
lackstone Infrastructure Partners;lackstone Infrastructure Partners;;buyout;europe;;;;;;;;$ 48,600;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;109;Infrastructure-Generalist (Core) IFM Global Infrastructure $ 57,200 Blackstone Infrastructure Partners $ 48,600 JP Morgan Infrastructure Investments $ 38,400 KKR Diversified Core Infra Fund $ 10,200 Igneo Global Diversified Infra Fund $ 10,000 Brookfield Super-Core Infra Partners $ 10,000 DIF Infrastructure VIII € 6,000 GIP Core Fund $ 5,000 Wren House Infrastructure LP $ 5,000 Stonepeak Core Fund $ 5,000 The Morrison & Co Infra Partnership $ 3,000 Vauban Core Infrastructure Fund V € 2,500 Swiss Life Global Infra Oppss IV € 2,500 Arjun Infrastructure Alliance Europe 3 € 2,500 Harrison Street Infrastructure Fund $ 2,500 Meridiam Infrastructure Europe IV € 2,300 Fiera EagleCrest Infrastructure $ 2,200 Equitix Fund VII £ 1,500 Allianz EU Infra Equity Fund II € 1,500 Federated Hermes Diversified Infra Fund £ 1,418 Infranode II € 1,220 Equitix European Infrastructure II € 1,000 MEAG European Infrastructure I € 600 Aberdeen Standard Core Infra III € 585 Fondo ANIA F2i € 516 Schroders Mid Infra Equity II € 500 RiverRock Brownfield Infra Fund II € 400 ACIF Infrastructure II € 396 Reichmuth Infrastructure II CIP ₣ 320 Macquarie Super Core Infra Series 3 TBC EQT Active Core Infrastructure II TBC;clean_extraction;;
odus Clean Energy Infrastructure Fund;odus Clean Energy Infrastructure Fund;;buyout;europe;;;;;;;;€ 200;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;109;Infrastructure-Renewables and Energy Transition (Core) Stonepeak Global Renewables Fund II $ 5,000 EIP Energy Infrastructure III € 4,000 Octopus Energy Offshore Wind £ 3,000 AIP V € 3,000 Quinbrook Infra III - Net Zero Fund $ 3,000 IFM Core Energy Transition Fund $ 3,000 Macquarie Green ET Solutions $ 2,400 Mirova Energy Transition 6 € 2,200 Luxcara Flaveo V € 2,000 Glenmont Clean Energy Europe IV € 2,000 Macquarie GIG Global Renewables II $ 1,940 Reed Sustainable Infrastructure Fund I € 1,500 CMA CGM Pulse $ 1,500 Greencoat Renewable Income Fund £ 1,000 Prime Green Energy Infra Fund II € 1,000 Ardian Clean Energy Evergreen Fund € 1,000 Gresham House British Sustainable III £ 750 Aquila Energy Infrastructure Fund I € 750 HIH Green Energy Invest € 750 SDCL Green Energy Solutions Fund € 650 Taaleri SolarWind III € 600 Encavis Infrastructure Fund V € 600 L&G NTR Clean Power (Europe) Fund € 584 SWEN Impact Fund for Transition 2 € 583 Tages Helios Net Zero € 554 Reichmuth Sustainable Infrastructure € 500 Sustainable Growth Infrastructure Fund € 500 CR Institutional Infra Multi-Asset Fund II € 500 Impax New Energy Investors IV € 459 ABN AMRO Sustainable Impact Fund € 425 Vortex Energy IV $ 400 NTR Renewable Energy Income Fund II € 306 Épopée Infra Climat I € 300 Conquest Infrastructure Sustainable 2 € 250 Demeter Climate Infrastructure Fund € 250 Helia Renovables IV € 213 Modus Clean Energy Infrastructure Fund € 200 ABN AMRO Energy Transition Fund € 200;clean_extraction;;
rookfield Global Transition Fund 2;rookfield Global Transition Fund 2;;buyout;europe;;;;;;;;$ 20,000;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;109;Infrastructure-Renewables and Energy Transition (Core+ & Value- Add) ALTÉRRA Acceleration $ 30,000 Brookfield Global Transition Fund 2 $ 20,000 CIP V € 12,000 TPG Rise Climate II $ 8,000 BlackRock Global ET Megatrend Fund $ 7,500 KKR Global Climate Fund $ 7,000 BlackRock Global Renewable Power IV $ 7,000 ECP VI $ 5,000 Qualitas Energy VI € 3,250 CIP Growth Markets Fund II $ 3,000 CIP Energy Transition Fund I € 3,000 Ares Climate Infrastructure Partners II $ 3,000 Vision Ridge Sustainable Asset Fund IV $ 2,500 ISQ Energy Transition Fund $ 2,000 Sandbrook Climate InfraFund II $ 2,000 Hy24 Clean H2 Infra Fund € 2,000 Nuveen Clean Energy Fund Europe IV € 2,000 Carlyle R&S Energy Fund II $ 1,600 NextPower V ESG $ 1,500 Ara Energy Fund $ 1,500 Just Climate Fund I $ 1,500 HitecVision New Energy Fund II € 1,500 Omnes Capenergie 5 € 1,350 Foresight Energy Infra Partners II € 1,250 Infranode II € 1,220 Infragreen V € 1,200 Antin Infrastructure NextGen Fund I € 1,200 Rockland Power Partners V $ 1,200 Altor ACT I € 1,129 Pioneer Infrastructure Partners II € 1,100 EIG Energy Transition Fund II € 1,000 Equitix Sustainable Greenfield Fund € 1,000 Frontier Renewables European Fund I € 1,000 Vesper Next Gen Infrastructure Fund I € 800 SUSI Energy Transition Fund (OECD) € 800 CIP Advanced Bioenergy Fund I € 750 Glentra Fund I € 565 Slate Cities and Communities Infra Fund $ 550 Alantra Titan Fund € 525 White Summit Decarb Infra Fund II € 500 Reichmuth Next Gen Mobility € 500 Tikehau Green Assets I € 500 Octopus Energy Transition Fund (OETF) £ 500 Zouk Capital Fund IV € 500 Equitix UK Electricity Storage Fund € 500 Greencoat Bioenergy I £ 500 Everwood Photovoltaic V € 500 FIEE Italian Energy Efficiency Fund III € 400 Algebris Green Transition Fund € 380 Crédit Mutuel Siloé Infrastructures € 350 Capital Dynamics Clean Energy Fund X $ 315 Serena Infra II € 300 SC Climate Impact Fund III € 300 KGAL ESPF 6 € 250 Andera Smart Infra € 233 Asper Dhuk £ 220 EOS Next Transition Fund II € 200 VLC Renewables Fund 1 € 200 Niam Infrastructure I € 133 Apollo Clean Transition Equity Partners II TBC Actis Energy 6 TBC EQT Transition Infrastructure TBC Blackstone Energy Transition Partners V TBC Eurazeo Transition Infrastructure Fund II TBC;clean_extraction;;
rookfield Super-Core Infra Partners;rookfield Super-Core Infra Partners;;buyout;europe;;;;;;;;$ 10,000;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;109;Infrastructure-Generalist (Core) IFM Global Infrastructure $ 57,200 Blackstone Infrastructure Partners $ 48,600 JP Morgan Infrastructure Investments $ 38,400 KKR Diversified Core Infra Fund $ 10,200 Igneo Global Diversified Infra Fund $ 10,000 Brookfield Super-Core Infra Partners $ 10,000 DIF Infrastructure VIII € 6,000 GIP Core Fund $ 5,000 Wren House Infrastructure LP $ 5,000 Stonepeak Core Fund $ 5,000 The Morrison & Co Infra Partnership $ 3,000 Vauban Core Infrastructure Fund V € 2,500 Swiss Life Global Infra Oppss IV € 2,500 Arjun Infrastructure Alliance Europe 3 € 2,500 Harrison Street Infrastructure Fund $ 2,500 Meridiam Infrastructure Europe IV € 2,300 Fiera EagleCrest Infrastructure $ 2,200 Equitix Fund VII £ 1,500 Allianz EU Infra Equity Fund II € 1,500 Federated Hermes Diversified Infra Fund £ 1,418 Infranode II € 1,220 Equitix European Infrastructure II € 1,000 MEAG European Infrastructure I € 600 Aberdeen Standard Core Infra III € 585 Fondo ANIA F2i € 516 Schroders Mid Infra Equity II € 500 RiverRock Brownfield Infra Fund II € 400 ACIF Infrastructure II € 396 Reichmuth Infrastructure II CIP ₣ 320 Macquarie Super Core Infra Series 3 TBC EQT Active Core Infrastructure II TBC;clean_extraction;;
Épopée Infra Climat I;Épopée Infra Climat;;buyout;europe;;;;;;;;€ 300;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;109;Infrastructure-Renewables and Energy Transition (Core) Stonepeak Global Renewables Fund II $ 5,000 EIP Energy Infrastructure III € 4,000 Octopus Energy Offshore Wind £ 3,000 AIP V € 3,000 Quinbrook Infra III - Net Zero Fund $ 3,000 IFM Core Energy Transition Fund $ 3,000 Macquarie Green ET Solutions $ 2,400 Mirova Energy Transition 6 € 2,200 Luxcara Flaveo V € 2,000 Glenmont Clean Energy Europe IV € 2,000 Macquarie GIG Global Renewables II $ 1,940 Reed Sustainable Infrastructure Fund I € 1,500 CMA CGM Pulse $ 1,500 Greencoat Renewable Income Fund £ 1,000 Prime Green Energy Infra Fund II € 1,000 Ardian Clean Energy Evergreen Fund € 1,000 Gresham House British Sustainable III £ 750 Aquila Energy Infrastructure Fund I € 750 HIH Green Energy Invest € 750 SDCL Green Energy Solutions Fund € 650 Taaleri SolarWind III € 600 Encavis Infrastructure Fund V € 600 L&G NTR Clean Power (Europe) Fund € 584 SWEN Impact Fund for Transition 2 € 583 Tages Helios Net Zero € 554 Reichmuth Sustainable Infrastructure € 500 Sustainable Growth Infrastructure Fund € 500 CR Institutional Infra Multi-Asset Fund II € 500 Impax New Energy Investors IV € 459 ABN AMRO Sustainable Impact Fund € 425 Vortex Energy IV $ 400 NTR Renewable Energy Income Fund II € 306 Épopée Infra Climat I € 300 Conquest Infrastructure Sustainable 2 € 250 Demeter Climate Infrastructure Fund € 250 Helia Renovables IV € 213 Modus Clean Energy Infrastructure Fund € 200 ABN AMRO Energy Transition Fund € 200;clean_extraction;;
• Adamantem Capital;• Adamantem Capital;;buyout;asia_pacific;;;;;;;;$795m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;110;• YF Capital | 2.5bn | Australia | • Adamantem Capital | A$795m | • Advent Partners | A$600m* | • Allegro Private Equity | A$900m*;clean_extraction;;
• Adamantem Capital A;• Adamantem Capital;;buyout;asia_pacific;;;;;;;;$795m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;110;• Adamantem Capital A$795m • Advent Partners A$600m* • Allegro Private Equity A$900m* • Anacacia Capital A$280m • Anchorage Capital Partners A$505m • Armitage Associates A$300m • BGH Capital A$3.6bn • Colinton Capital Partners A$200m • CPE Capital A$750m • Crescent Capital Partners A$1.0bn • Five V Capital TBD • Genesis Capital A$350m • Goldstone Private Equity A$250m* • Nash Capital A$100m • Next Capital A$400m* • Pacific Equity Partners A$3.2bn • Pemba Capital Partners A$625m • Potentia Capital A$750m* • Quadrant Private Equity A$1.2bn • Seidler Equity Partners A$260m • Tasman Capital Partners A$400m* • The Riverside Company A$300m • Whiteoak A$200m*;clean_extraction;;
• Advent Partners;• Advent Partners;;buyout;asia_pacific;;;;;;;;$600m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;110;Australia | • Adamantem Capital | A$795m | • Advent Partners | A$600m* | • Allegro Private Equity | A$900m* | • Anacacia Capital | A$280m;clean_extraction;;
• Advent Partners A;• Advent Partners;;buyout;asia_pacific;;;;;;;;$600m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;110;• Adamantem Capital A$795m • Advent Partners A$600m* • Allegro Private Equity A$900m* • Anacacia Capital A$280m • Anchorage Capital Partners A$505m • Armitage Associates A$300m • BGH Capital A$3.6bn • Colinton Capital Partners A$200m • CPE Capital A$750m • Crescent Capital Partners A$1.0bn • Five V Capital TBD • Genesis Capital A$350m • Goldstone Private Equity A$250m* • Nash Capital A$100m • Next Capital A$400m* • Pacific Equity Partners A$3.2bn • Pemba Capital Partners A$625m • Potentia Capital A$750m* • Quadrant Private Equity A$1.2bn • Seidler Equity Partners A$260m • Tasman Capital Partners A$400m* • The Riverside Company A$300m • Whiteoak A$200m*;clean_extraction;;
• Allegro Private Equity;• Allegro Private Equity;;buyout;asia_pacific;;;;;;;;$900m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;110;A$795m | • Advent Partners | A$600m* | • Allegro Private Equity | A$900m* | • Anacacia Capital | A$280m | • Anchorage Capital Partners | A$505m;clean_extraction;;
• Allegro Private Equity A;• Allegro Private Equity;;buyout;asia_pacific;;;;;;;;$900m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;110;• Adamantem Capital A$795m • Advent Partners A$600m* • Allegro Private Equity A$900m* • Anacacia Capital A$280m • Anchorage Capital Partners A$505m • Armitage Associates A$300m • BGH Capital A$3.6bn • Colinton Capital Partners A$200m • CPE Capital A$750m • Crescent Capital Partners A$1.0bn • Five V Capital TBD • Genesis Capital A$350m • Goldstone Private Equity A$250m* • Nash Capital A$100m • Next Capital A$400m* • Pacific Equity Partners A$3.2bn • Pemba Capital Partners A$625m • Potentia Capital A$750m* • Quadrant Private Equity A$1.2bn • Seidler Equity Partners A$260m • Tasman Capital Partners A$400m* • The Riverside Company A$300m • Whiteoak A$200m*;clean_extraction;;
• Anacacia Capital;• Anacacia Capital;;buyout;asia_pacific;;;;;;;;$280m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;110;A$600m* | • Allegro Private Equity | A$900m* | • Anacacia Capital | A$280m | • Anchorage Capital Partners | A$505m | • Armitage Associates | A$300m;clean_extraction;;
• Anacacia Capital A;• Anacacia Capital;;buyout;asia_pacific;;;;;;;;$280m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;110;• Adamantem Capital A$795m • Advent Partners A$600m* • Allegro Private Equity A$900m* • Anacacia Capital A$280m • Anchorage Capital Partners A$505m • Armitage Associates A$300m • BGH Capital A$3.6bn • Colinton Capital Partners A$200m • CPE Capital A$750m • Crescent Capital Partners A$1.0bn • Five V Capital TBD • Genesis Capital A$350m • Goldstone Private Equity A$250m* • Nash Capital A$100m • Next Capital A$400m* • Pacific Equity Partners A$3.2bn • Pemba Capital Partners A$625m • Potentia Capital A$750m* • Quadrant Private Equity A$1.2bn • Seidler Equity Partners A$260m • Tasman Capital Partners A$400m* • The Riverside Company A$300m • Whiteoak A$200m*;clean_extraction;;
• Anchorage Capital Partners;• Anchorage Capital;;buyout;asia_pacific;;;;;;;;$505m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;110;A$900m* | • Anacacia Capital | A$280m | • Anchorage Capital Partners | A$505m | • Armitage Associates | A$300m | • BGH Capital | A$3.6bn;clean_extraction;;
• Anchorage Capital Partners A;• Anchorage Capital;;buyout;asia_pacific;;;;;;;;$505m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;110;• Adamantem Capital A$795m • Advent Partners A$600m* • Allegro Private Equity A$900m* • Anacacia Capital A$280m • Anchorage Capital Partners A$505m • Armitage Associates A$300m • BGH Capital A$3.6bn • Colinton Capital Partners A$200m • CPE Capital A$750m • Crescent Capital Partners A$1.0bn • Five V Capital TBD • Genesis Capital A$350m • Goldstone Private Equity A$250m* • Nash Capital A$100m • Next Capital A$400m* • Pacific Equity Partners A$3.2bn • Pemba Capital Partners A$625m • Potentia Capital A$750m* • Quadrant Private Equity A$1.2bn • Seidler Equity Partners A$260m • Tasman Capital Partners A$400m* • The Riverside Company A$300m • Whiteoak A$200m*;clean_extraction;;
• Armitage Associates;• Armitage Associates;;buyout;asia_pacific;;;;;;;;$300m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;110;A$280m | • Anchorage Capital Partners | A$505m | • Armitage Associates | A$300m | • BGH Capital | A$3.6bn | • Colinton Capital Partners | A$200m;clean_extraction;;
