fund_name;manager_name;vintage_year;strategy;geography;irr;tvpi;dpi;nav;commitment;paid_in;distributions;fund_size;source_name;source_file;source_page;raw_text;data_quality_flag;;
Yttrium (fka Digital+);Yttrium (fka Digital+);;buyout;europe;;;;;;;;€403m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;109;DACH Bregal Unternehmerkapital €2.65bn Castik Capital €2.00bn Paragon Partners €1.2bn Deutsche Beteiligungs AG (DBAG) €1.1bn Ufenau Capital Partners €1.1bn CapVis Equity Partners €1.0bn Deutsche Private Equity (DPE) €1.0bn Genui Partners €1.0bn Elvaston Capital Management €800m Aurelius €750m EMH Partners €650m Nord Holding Mittlestandholding €600m Capiton €600m LEA Partners €565m Invision €550m Armira €520m Quadriga Capital €500m Maxburg Capital Partners €450m Afinum Management €420m Vidia €415m Yttrium (fka Digital+) €403m Borromin (fka Steadfast Capital) €400m EMERAM Capital Partners €400m Deutsche Beteiligungs AG (DBAG) Expansion €350bn ECM Equity Capital Management €325m Orlando Management €320m Bid Equity €310m HQ Equita €308m Adiuva €300m Flex Capital €300m SHS €270m Auctus Capital Partners €250m CMP Capital Management €250m Novum €250m Odewald & Compagnie (KMU) €250m CGS Management CHF 240m Maguar Capital €235m KKA Partners €230m MTIP €220m Patrimonium (Zurmont) €200m Nordwind Growth €200m Sophora €200m Crosslantic €200m Cadence €200m Beyond Capital Partners €180m Marondo €175m Pinova Capital €165m Greenpeak €160m Seafort Advisors €120m;clean_extraction;;
Zouk Capital Fund IV;Zouk Capital;;buyout;europe;;;;;;;;€ 500;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;109;Infrastructure-Renewables and Energy Transition (Core+ & Value- Add) ALTÉRRA Acceleration $ 30,000 Brookfield Global Transition Fund 2 $ 20,000 CIP V € 12,000 TPG Rise Climate II $ 8,000 BlackRock Global ET Megatrend Fund $ 7,500 KKR Global Climate Fund $ 7,000 BlackRock Global Renewable Power IV $ 7,000 ECP VI $ 5,000 Qualitas Energy VI € 3,250 CIP Growth Markets Fund II $ 3,000 CIP Energy Transition Fund I € 3,000 Ares Climate Infrastructure Partners II $ 3,000 Vision Ridge Sustainable Asset Fund IV $ 2,500 ISQ Energy Transition Fund $ 2,000 Sandbrook Climate InfraFund II $ 2,000 Hy24 Clean H2 Infra Fund € 2,000 Nuveen Clean Energy Fund Europe IV € 2,000 Carlyle R&S Energy Fund II $ 1,600 NextPower V ESG $ 1,500 Ara Energy Fund $ 1,500 Just Climate Fund I $ 1,500 HitecVision New Energy Fund II € 1,500 Omnes Capenergie 5 € 1,350 Foresight Energy Infra Partners II € 1,250 Infranode II € 1,220 Infragreen V € 1,200 Antin Infrastructure NextGen Fund I € 1,200 Rockland Power Partners V $ 1,200 Altor ACT I € 1,129 Pioneer Infrastructure Partners II € 1,100 EIG Energy Transition Fund II € 1,000 Equitix Sustainable Greenfield Fund € 1,000 Frontier Renewables European Fund I € 1,000 Vesper Next Gen Infrastructure Fund I € 800 SUSI Energy Transition Fund (OECD) € 800 CIP Advanced Bioenergy Fund I € 750 Glentra Fund I € 565 Slate Cities and Communities Infra Fund $ 550 Alantra Titan Fund € 525 White Summit Decarb Infra Fund II € 500 Reichmuth Next Gen Mobility € 500 Tikehau Green Assets I € 500 Octopus Energy Transition Fund (OETF) £ 500 Zouk Capital Fund IV € 500 Equitix UK Electricity Storage Fund € 500 Greencoat Bioenergy I £ 500 Everwood Photovoltaic V € 500 FIEE Italian Energy Efficiency Fund III € 400 Algebris Green Transition Fund € 380 Crédit Mutuel Siloé Infrastructures € 350 Capital Dynamics Clean Energy Fund X $ 315 Serena Infra II € 300 SC Climate Impact Fund III € 300 KGAL ESPF 6 € 250 Andera Smart Infra € 233 Asper Dhuk £ 220 EOS Next Transition Fund II € 200 VLC Renewables Fund 1 € 200 Niam Infrastructure I € 133 Apollo Clean Transition Equity Partners II TBC Actis Energy 6 TBC EQT Transition Infrastructure TBC Blackstone Energy Transition Partners V TBC Eurazeo Transition Infrastructure Fund II TBC;clean_extraction;;
Zouk Growth Fund III;Zouk Growth Fund;;buyout;europe;;;;;;;;£420m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;109;Impact Funds TPG Rise Climate II $8.0bn General Atlantic BeyondNetZero $3.5bn EQT Future €3.0bn KKR Global Impact Fund II $3.0bn Ara Fund III $2.8bn Summa Equity III €2.3bn Generation IM Sustainable Fund IV $1.7bn Ambienta IV €1.6bn Decarbonization Partners Fund I $1.4bn Trill Impact Private Equity II €1.2bn Bain Capital Double Impact Fund III $1.0bn Apollo Impact Mission Fund $1.0bn Apax Global Impact $900m Lightrock Climate Impact Fund $835m Blue Horizon Growth II $750m Eurazeo Planetary Boundaries €750m Investcorp Climate Solutions Partners $750m OGCI Decarbonization Fund $750m Tikehau Growth Impact III €750m Verdane Idun II $700m Capricorn Technology Impact Fund II $510m Cibus Fund II $510m LeapFrog Climate Fund $500m Partners Group Life II €500m Vidia Climate Fund I €452m Planet First Partners I €450m Zouk Growth Fund III £420m FSN Capital Compass I €400m Nuveen Climate Inclusion Fund II $400m TowerBrook Delta $400m Wellington Climate Innovation Fund I $385m BlueEarth Climate Growth Fund I $378m Astanor Ventures II £360m Adjuvant Global Health Technology $300m Climate Alpha Opportunity Fund $300m Voyager Partners Fund II $300m World Fund II €300m Environment Technologies Fund 4 €285m Tomorrow Private Equity Fund I €284m 2150 Tech Fund €268m International Cancer Impact Fund $250m Arcano Impact Private Equity Fund II €200m Snowball Impact Investments £200m Vertevis Impact Investment Fund I €200m Blume Equity Fund I €193m Pictet Environment Fund I €178m IMPACT Growth IV €152m Palatine Impact Fund II £150m Miura Expansion Fund I €134m Allianz Impact Investment Fund €130m Ananda Impact Fund IV €108m Core Sustainability Fund I DKK 5.0bn Alder Fund III SEK 3.1bn 2150 Urban Tech Fund II Not disclosed Generation IM PE Fund II Not disclosed Goldman Sachs Horizon Fund 2 Not disclosed Hamilton Lane Impact Fund III Not disclosed;clean_extraction;;
acquarie European Infra Fund VII;acquarie European Infra Fund;;buyout;europe;;;;;;;;€ 8,00;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;109;Infrastructure-Generalist (Core+ & Value-Add) Brookfield Infrastructure Fund V $ 28,000 Global Infrastructure Partners V $ 25,200 EQT Infrastructure VI € 21,500 KKR Global Infrastructure Investors V $ 20,000 Stonepeak Infrastructure Partners V $ 15,000 ISQ Global Infrastructure Fund IV $ 15,000 Ardian Infrastructure Fund VI € 11,500 Antin Infrastructure Partners V € 10,200 DSE Infratech II $ 10,000 Partners Group Direct Infrastructure IV $ 8,000 Macquarie European Infra Fund VII € 8,000 InfraVia European Fund VI € 7,500 Macquarie Infrastructure Partners VI $ 6,800 DWS Pan-European Infra Fund IV $ 4,314 North Haven Infrastructure Partners IV $ 4,100 Igneo European Diversified Infra Fund IV € 4,000 West Street Infrastructure Partners IV $ 4,000 iCON Infrastructure Partners VII $ 3,669 Asterion Industrial Infra Fund III € 3,400 Stonepeak Opportunities Fund $ 3,150 ICG Infrastructure Fund II € 3,150 Arcus European Infrastructure Fund 4 € 3,000 Basalt Infrastructure Partners IV $ 2,700 Northleaf Infra Capital Partners IV $ 2,600 Apollo Infra Opportunities Fund III $ 2,250 Antin Infrastructure Mid Cap I € 2,200 Tiger Infrastructure Partners Fund IV $ 1,500 Investcorp Corsair Infra Partners Fund I $ 1,500 InfraRed Infrastructure Fund VII $ 1,500 Quaero European Infrastructure Fund III € 1,409 Ancala Infrastructure Fund III € 1,400 Infracapital Greenfield Infra Fund II £ 1,250 Infracapital Partners IV € 1,200 Swiss Life Global Infra Opps Growth II € 1,000 UBS Archmore International Infra III $ 1,000 Alinda Infrastructure Fund IV $ 1,000 Marguerite III € 700 PATRIZIA European Infra Fund III € 600 Ara Infrastructure Fund I $ 500 Union Investment Infra Fund II € 442 Meanings Infrastructure Fund € 400 CapMan Nordic Infrastructure II € 375 Aberdeen Global Infra Partners III $ 368 DIF Value-Add IV TBC Cube Infrastructure Fund IV TBC Carlyle Global Infra Opportunity Fund II TBC;clean_extraction;;
acquarie GIG Global Renewables II;acquarie GIG Global Renewables;;buyout;europe;;;;;;;;$ 1,940;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;109;Infrastructure-Renewables and Energy Transition (Core) Stonepeak Global Renewables Fund II $ 5,000 EIP Energy Infrastructure III € 4,000 Octopus Energy Offshore Wind £ 3,000 AIP V € 3,000 Quinbrook Infra III - Net Zero Fund $ 3,000 IFM Core Energy Transition Fund $ 3,000 Macquarie Green ET Solutions $ 2,400 Mirova Energy Transition 6 € 2,200 Luxcara Flaveo V € 2,000 Glenmont Clean Energy Europe IV € 2,000 Macquarie GIG Global Renewables II $ 1,940 Reed Sustainable Infrastructure Fund I € 1,500 CMA CGM Pulse $ 1,500 Greencoat Renewable Income Fund £ 1,000 Prime Green Energy Infra Fund II € 1,000 Ardian Clean Energy Evergreen Fund € 1,000 Gresham House British Sustainable III £ 750 Aquila Energy Infrastructure Fund I € 750 HIH Green Energy Invest € 750 SDCL Green Energy Solutions Fund € 650 Taaleri SolarWind III € 600 Encavis Infrastructure Fund V € 600 L&G NTR Clean Power (Europe) Fund € 584 SWEN Impact Fund for Transition 2 € 583 Tages Helios Net Zero € 554 Reichmuth Sustainable Infrastructure € 500 Sustainable Growth Infrastructure Fund € 500 CR Institutional Infra Multi-Asset Fund II € 500 Impax New Energy Investors IV € 459 ABN AMRO Sustainable Impact Fund € 425 Vortex Energy IV $ 400 NTR Renewable Energy Income Fund II € 306 Épopée Infra Climat I € 300 Conquest Infrastructure Sustainable 2 € 250 Demeter Climate Infrastructure Fund € 250 Helia Renovables IV € 213 Modus Clean Energy Infrastructure Fund € 200 ABN AMRO Energy Transition Fund € 200;clean_extraction;;
acquarie Green ET Solutions;acquarie Green ET Solutions;;buyout;europe;;;;;;;;$ 2,400 M;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;109;Infrastructure-Renewables and Energy Transition (Core) Stonepeak Global Renewables Fund II $ 5,000 EIP Energy Infrastructure III € 4,000 Octopus Energy Offshore Wind £ 3,000 AIP V € 3,000 Quinbrook Infra III - Net Zero Fund $ 3,000 IFM Core Energy Transition Fund $ 3,000 Macquarie Green ET Solutions $ 2,400 Mirova Energy Transition 6 € 2,200 Luxcara Flaveo V € 2,000 Glenmont Clean Energy Europe IV € 2,000 Macquarie GIG Global Renewables II $ 1,940 Reed Sustainable Infrastructure Fund I € 1,500 CMA CGM Pulse $ 1,500 Greencoat Renewable Income Fund £ 1,000 Prime Green Energy Infra Fund II € 1,000 Ardian Clean Energy Evergreen Fund € 1,000 Gresham House British Sustainable III £ 750 Aquila Energy Infrastructure Fund I € 750 HIH Green Energy Invest € 750 SDCL Green Energy Solutions Fund € 650 Taaleri SolarWind III € 600 Encavis Infrastructure Fund V € 600 L&G NTR Clean Power (Europe) Fund € 584 SWEN Impact Fund for Transition 2 € 583 Tages Helios Net Zero € 554 Reichmuth Sustainable Infrastructure € 500 Sustainable Growth Infrastructure Fund € 500 CR Institutional Infra Multi-Asset Fund II € 500 Impax New Energy Investors IV € 459 ABN AMRO Sustainable Impact Fund € 425 Vortex Energy IV $ 400 NTR Renewable Energy Income Fund II € 306 Épopée Infra Climat I € 300 Conquest Infrastructure Sustainable 2 € 250 Demeter Climate Infrastructure Fund € 250 Helia Renovables IV € 213 Modus Clean Energy Infrastructure Fund € 200 ABN AMRO Energy Transition Fund € 200;clean_extraction;;
acquarie Infrastructure Partners VI;acquarie Infrastructure Partners;;buyout;europe;;;;;;;;$ 6,800;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;109;Infrastructure-Generalist (Core+ & Value-Add) Brookfield Infrastructure Fund V $ 28,000 Global Infrastructure Partners V $ 25,200 EQT Infrastructure VI € 21,500 KKR Global Infrastructure Investors V $ 20,000 Stonepeak Infrastructure Partners V $ 15,000 ISQ Global Infrastructure Fund IV $ 15,000 Ardian Infrastructure Fund VI € 11,500 Antin Infrastructure Partners V € 10,200 DSE Infratech II $ 10,000 Partners Group Direct Infrastructure IV $ 8,000 Macquarie European Infra Fund VII € 8,000 InfraVia European Fund VI € 7,500 Macquarie Infrastructure Partners VI $ 6,800 DWS Pan-European Infra Fund IV $ 4,314 North Haven Infrastructure Partners IV $ 4,100 Igneo European Diversified Infra Fund IV € 4,000 West Street Infrastructure Partners IV $ 4,000 iCON Infrastructure Partners VII $ 3,669 Asterion Industrial Infra Fund III € 3,400 Stonepeak Opportunities Fund $ 3,150 ICG Infrastructure Fund II € 3,150 Arcus European Infrastructure Fund 4 € 3,000 Basalt Infrastructure Partners IV $ 2,700 Northleaf Infra Capital Partners IV $ 2,600 Apollo Infra Opportunities Fund III $ 2,250 Antin Infrastructure Mid Cap I € 2,200 Tiger Infrastructure Partners Fund IV $ 1,500 Investcorp Corsair Infra Partners Fund I $ 1,500 InfraRed Infrastructure Fund VII $ 1,500 Quaero European Infrastructure Fund III € 1,409 Ancala Infrastructure Fund III € 1,400 Infracapital Greenfield Infra Fund II £ 1,250 Infracapital Partners IV € 1,200 Swiss Life Global Infra Opps Growth II € 1,000 UBS Archmore International Infra III $ 1,000 Alinda Infrastructure Fund IV $ 1,000 Marguerite III € 700 PATRIZIA European Infra Fund III € 600 Ara Infrastructure Fund I $ 500 Union Investment Infra Fund II € 442 Meanings Infrastructure Fund € 400 CapMan Nordic Infrastructure II € 375 Aberdeen Global Infra Partners III $ 368 DIF Value-Add IV TBC Cube Infrastructure Fund IV TBC Carlyle Global Infra Opportunity Fund II TBC;clean_extraction;;
arguerite III;arguerite;;buyout;europe;;;;;;;;€ 700;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;109;Infrastructure-Generalist (Core+ & Value-Add) Brookfield Infrastructure Fund V $ 28,000 Global Infrastructure Partners V $ 25,200 EQT Infrastructure VI € 21,500 KKR Global Infrastructure Investors V $ 20,000 Stonepeak Infrastructure Partners V $ 15,000 ISQ Global Infrastructure Fund IV $ 15,000 Ardian Infrastructure Fund VI € 11,500 Antin Infrastructure Partners V € 10,200 DSE Infratech II $ 10,000 Partners Group Direct Infrastructure IV $ 8,000 Macquarie European Infra Fund VII € 8,000 InfraVia European Fund VI € 7,500 Macquarie Infrastructure Partners VI $ 6,800 DWS Pan-European Infra Fund IV $ 4,314 North Haven Infrastructure Partners IV $ 4,100 Igneo European Diversified Infra Fund IV € 4,000 West Street Infrastructure Partners IV $ 4,000 iCON Infrastructure Partners VII $ 3,669 Asterion Industrial Infra Fund III € 3,400 Stonepeak Opportunities Fund $ 3,150 ICG Infrastructure Fund II € 3,150 Arcus European Infrastructure Fund 4 € 3,000 Basalt Infrastructure Partners IV $ 2,700 Northleaf Infra Capital Partners IV $ 2,600 Apollo Infra Opportunities Fund III $ 2,250 Antin Infrastructure Mid Cap I € 2,200 Tiger Infrastructure Partners Fund IV $ 1,500 Investcorp Corsair Infra Partners Fund I $ 1,500 InfraRed Infrastructure Fund VII $ 1,500 Quaero European Infrastructure Fund III € 1,409 Ancala Infrastructure Fund III € 1,400 Infracapital Greenfield Infra Fund II £ 1,250 Infracapital Partners IV € 1,200 Swiss Life Global Infra Opps Growth II € 1,000 UBS Archmore International Infra III $ 1,000 Alinda Infrastructure Fund IV $ 1,000 Marguerite III € 700 PATRIZIA European Infra Fund III € 600 Ara Infrastructure Fund I $ 500 Union Investment Infra Fund II € 442 Meanings Infrastructure Fund € 400 CapMan Nordic Infrastructure II € 375 Aberdeen Global Infra Partners III $ 368 DIF Value-Add IV TBC Cube Infrastructure Fund IV TBC Carlyle Global Infra Opportunity Fund II TBC;needs_review_short_name;;
asalt Infrastructure Partners IV;asalt Infrastructure Partners;;buyout;europe;;;;;;;;$ 2,700;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;109;Infrastructure-Generalist (Core+ & Value-Add) Brookfield Infrastructure Fund V $ 28,000 Global Infrastructure Partners V $ 25,200 EQT Infrastructure VI € 21,500 KKR Global Infrastructure Investors V $ 20,000 Stonepeak Infrastructure Partners V $ 15,000 ISQ Global Infrastructure Fund IV $ 15,000 Ardian Infrastructure Fund VI € 11,500 Antin Infrastructure Partners V € 10,200 DSE Infratech II $ 10,000 Partners Group Direct Infrastructure IV $ 8,000 Macquarie European Infra Fund VII € 8,000 InfraVia European Fund VI € 7,500 Macquarie Infrastructure Partners VI $ 6,800 DWS Pan-European Infra Fund IV $ 4,314 North Haven Infrastructure Partners IV $ 4,100 Igneo European Diversified Infra Fund IV € 4,000 West Street Infrastructure Partners IV $ 4,000 iCON Infrastructure Partners VII $ 3,669 Asterion Industrial Infra Fund III € 3,400 Stonepeak Opportunities Fund $ 3,150 ICG Infrastructure Fund II € 3,150 Arcus European Infrastructure Fund 4 € 3,000 Basalt Infrastructure Partners IV $ 2,700 Northleaf Infra Capital Partners IV $ 2,600 Apollo Infra Opportunities Fund III $ 2,250 Antin Infrastructure Mid Cap I € 2,200 Tiger Infrastructure Partners Fund IV $ 1,500 Investcorp Corsair Infra Partners Fund I $ 1,500 InfraRed Infrastructure Fund VII $ 1,500 Quaero European Infrastructure Fund III € 1,409 Ancala Infrastructure Fund III € 1,400 Infracapital Greenfield Infra Fund II £ 1,250 Infracapital Partners IV € 1,200 Swiss Life Global Infra Opps Growth II € 1,000 UBS Archmore International Infra III $ 1,000 Alinda Infrastructure Fund IV $ 1,000 Marguerite III € 700 PATRIZIA European Infra Fund III € 600 Ara Infrastructure Fund I $ 500 Union Investment Infra Fund II € 442 Meanings Infrastructure Fund € 400 CapMan Nordic Infrastructure II € 375 Aberdeen Global Infra Partners III $ 368 DIF Value-Add IV TBC Cube Infrastructure Fund IV TBC Carlyle Global Infra Opportunity Fund II TBC;clean_extraction;;
eanings Infrastructure Fund;eanings Infrastructure Fund;;buyout;europe;;;;;;;;€ 400;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;109;Infrastructure-Generalist (Core+ & Value-Add) Brookfield Infrastructure Fund V $ 28,000 Global Infrastructure Partners V $ 25,200 EQT Infrastructure VI € 21,500 KKR Global Infrastructure Investors V $ 20,000 Stonepeak Infrastructure Partners V $ 15,000 ISQ Global Infrastructure Fund IV $ 15,000 Ardian Infrastructure Fund VI € 11,500 Antin Infrastructure Partners V € 10,200 DSE Infratech II $ 10,000 Partners Group Direct Infrastructure IV $ 8,000 Macquarie European Infra Fund VII € 8,000 InfraVia European Fund VI € 7,500 Macquarie Infrastructure Partners VI $ 6,800 DWS Pan-European Infra Fund IV $ 4,314 North Haven Infrastructure Partners IV $ 4,100 Igneo European Diversified Infra Fund IV € 4,000 West Street Infrastructure Partners IV $ 4,000 iCON Infrastructure Partners VII $ 3,669 Asterion Industrial Infra Fund III € 3,400 Stonepeak Opportunities Fund $ 3,150 ICG Infrastructure Fund II € 3,150 Arcus European Infrastructure Fund 4 € 3,000 Basalt Infrastructure Partners IV $ 2,700 Northleaf Infra Capital Partners IV $ 2,600 Apollo Infra Opportunities Fund III $ 2,250 Antin Infrastructure Mid Cap I € 2,200 Tiger Infrastructure Partners Fund IV $ 1,500 Investcorp Corsair Infra Partners Fund I $ 1,500 InfraRed Infrastructure Fund VII $ 1,500 Quaero European Infrastructure Fund III € 1,409 Ancala Infrastructure Fund III € 1,400 Infracapital Greenfield Infra Fund II £ 1,250 Infracapital Partners IV € 1,200 Swiss Life Global Infra Opps Growth II € 1,000 UBS Archmore International Infra III $ 1,000 Alinda Infrastructure Fund IV $ 1,000 Marguerite III € 700 PATRIZIA European Infra Fund III € 600 Ara Infrastructure Fund I $ 500 Union Investment Infra Fund II € 442 Meanings Infrastructure Fund € 400 CapMan Nordic Infrastructure II € 375 Aberdeen Global Infra Partners III $ 368 DIF Value-Add IV TBC Cube Infrastructure Fund IV TBC Carlyle Global Infra Opportunity Fund II TBC;clean_extraction;;
eridiam Infrastructure Europe IV;eridiam Infrastructure Europe;;buyout;europe;;;;;;;;€ 2,30;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;109;Infrastructure-Generalist (Core) IFM Global Infrastructure $ 57,200 Blackstone Infrastructure Partners $ 48,600 JP Morgan Infrastructure Investments $ 38,400 KKR Diversified Core Infra Fund $ 10,200 Igneo Global Diversified Infra Fund $ 10,000 Brookfield Super-Core Infra Partners $ 10,000 DIF Infrastructure VIII € 6,000 GIP Core Fund $ 5,000 Wren House Infrastructure LP $ 5,000 Stonepeak Core Fund $ 5,000 The Morrison & Co Infra Partnership $ 3,000 Vauban Core Infrastructure Fund V € 2,500 Swiss Life Global Infra Oppss IV € 2,500 Arjun Infrastructure Alliance Europe 3 € 2,500 Harrison Street Infrastructure Fund $ 2,500 Meridiam Infrastructure Europe IV € 2,300 Fiera EagleCrest Infrastructure $ 2,200 Equitix Fund VII £ 1,500 Allianz EU Infra Equity Fund II € 1,500 Federated Hermes Diversified Infra Fund £ 1,418 Infranode II € 1,220 Equitix European Infrastructure II € 1,000 MEAG European Infrastructure I € 600 Aberdeen Standard Core Infra III € 585 Fondo ANIA F2i € 516 Schroders Mid Infra Equity II € 500 RiverRock Brownfield Infra Fund II € 400 ACIF Infrastructure II € 396 Reichmuth Infrastructure II CIP ₣ 320 Macquarie Super Core Infra Series 3 TBC EQT Active Core Infrastructure II TBC;clean_extraction;;
iCON Infrastructure Partners VII;iCON Infrastructure Partners;;buyout;europe;;;;;;;;$ 3,669;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;109;Infrastructure-Generalist (Core+ & Value-Add) Brookfield Infrastructure Fund V $ 28,000 Global Infrastructure Partners V $ 25,200 EQT Infrastructure VI € 21,500 KKR Global Infrastructure Investors V $ 20,000 Stonepeak Infrastructure Partners V $ 15,000 ISQ Global Infrastructure Fund IV $ 15,000 Ardian Infrastructure Fund VI € 11,500 Antin Infrastructure Partners V € 10,200 DSE Infratech II $ 10,000 Partners Group Direct Infrastructure IV $ 8,000 Macquarie European Infra Fund VII € 8,000 InfraVia European Fund VI € 7,500 Macquarie Infrastructure Partners VI $ 6,800 DWS Pan-European Infra Fund IV $ 4,314 North Haven Infrastructure Partners IV $ 4,100 Igneo European Diversified Infra Fund IV € 4,000 West Street Infrastructure Partners IV $ 4,000 iCON Infrastructure Partners VII $ 3,669 Asterion Industrial Infra Fund III € 3,400 Stonepeak Opportunities Fund $ 3,150 ICG Infrastructure Fund II € 3,150 Arcus European Infrastructure Fund 4 € 3,000 Basalt Infrastructure Partners IV $ 2,700 Northleaf Infra Capital Partners IV $ 2,600 Apollo Infra Opportunities Fund III $ 2,250 Antin Infrastructure Mid Cap I € 2,200 Tiger Infrastructure Partners Fund IV $ 1,500 Investcorp Corsair Infra Partners Fund I $ 1,500 InfraRed Infrastructure Fund VII $ 1,500 Quaero European Infrastructure Fund III € 1,409 Ancala Infrastructure Fund III € 1,400 Infracapital Greenfield Infra Fund II £ 1,250 Infracapital Partners IV € 1,200 Swiss Life Global Infra Opps Growth II € 1,000 UBS Archmore International Infra III $ 1,000 Alinda Infrastructure Fund IV $ 1,000 Marguerite III € 700 PATRIZIA European Infra Fund III € 600 Ara Infrastructure Fund I $ 500 Union Investment Infra Fund II € 442 Meanings Infrastructure Fund € 400 CapMan Nordic Infrastructure II € 375 Aberdeen Global Infra Partners III $ 368 DIF Value-Add IV TBC Cube Infrastructure Fund IV TBC Carlyle Global Infra Opportunity Fund II TBC;clean_extraction;;
irova Energy Transition 6;irova Energy Transition 6;;buyout;europe;;;;;;;;€ 2,20;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;109;Infrastructure-Renewables and Energy Transition (Core) Stonepeak Global Renewables Fund II $ 5,000 EIP Energy Infrastructure III € 4,000 Octopus Energy Offshore Wind £ 3,000 AIP V € 3,000 Quinbrook Infra III - Net Zero Fund $ 3,000 IFM Core Energy Transition Fund $ 3,000 Macquarie Green ET Solutions $ 2,400 Mirova Energy Transition 6 € 2,200 Luxcara Flaveo V € 2,000 Glenmont Clean Energy Europe IV € 2,000 Macquarie GIG Global Renewables II $ 1,940 Reed Sustainable Infrastructure Fund I € 1,500 CMA CGM Pulse $ 1,500 Greencoat Renewable Income Fund £ 1,000 Prime Green Energy Infra Fund II € 1,000 Ardian Clean Energy Evergreen Fund € 1,000 Gresham House British Sustainable III £ 750 Aquila Energy Infrastructure Fund I € 750 HIH Green Energy Invest € 750 SDCL Green Energy Solutions Fund € 650 Taaleri SolarWind III € 600 Encavis Infrastructure Fund V € 600 L&G NTR Clean Power (Europe) Fund € 584 SWEN Impact Fund for Transition 2 € 583 Tages Helios Net Zero € 554 Reichmuth Sustainable Infrastructure € 500 Sustainable Growth Infrastructure Fund € 500 CR Institutional Infra Multi-Asset Fund II € 500 Impax New Energy Investors IV € 459 ABN AMRO Sustainable Impact Fund € 425 Vortex Energy IV $ 400 NTR Renewable Energy Income Fund II € 306 Épopée Infra Climat I € 300 Conquest Infrastructure Sustainable 2 € 250 Demeter Climate Infrastructure Fund € 250 Helia Renovables IV € 213 Modus Clean Energy Infrastructure Fund € 200 ABN AMRO Energy Transition Fund € 200;clean_extraction;;
